RecoverCase,VulLink,ID,Tail,Head,T0,Flow,Cap,Alpha,Beta,Cost
65,44,30,10,3,6,11326.6,4908.83,0.15,4,31.511
65,44,31,10,9,5,16698.8,10000,0.15,4,10.8318
65,44,32,10,11,6,11361.1,4908.83,0.15,4,31.823
65,44,33,10,13,4,8920.18,4876.51,0.15,4,10.7175
65,44,34,11,2,4,12253.7,23403.5,0.15,4,4.04509
65,44,35,11,10,6,8755.97,4908.83,0.15,4,15.1106
65,44,36,11,12,3,12301.9,25900.2,0.15,4,3.0229
65,44,37,12,11,3,14877.6,25900.2,0.15,4,3.04899
65,44,38,12,23,4,10902.2,5091.26,0.15,4,16.6154
65,44,39,13,10,4,10323.2,4876.51,0.15,4,16.0497
65,44,40,13,14,5,9794.65,5127.53,0.15,4,14.9858
65,44,41,13,22,4,8280.03,4924.79,0.15,4,8.79434
65,44,42,14,9,6,21130.3,13512,0.15,4,11.3826
65,44,43,14,13,5,11264.3,5127.53,0.15,4,22.4684
65,44,44,14,18,3,19278.8,14564.8,0.15,4,4.38141
65,44,45,14,21,3,18952.5,9599.18,0.15,4,9.83823
65,44,46,15,7,5,8315.89,5045.82,0.15,4,10.5331
65,44,47,15,9,4,10758.2,4854.92,0.15,4,18.4671
65,44,48,15,16,2,11614.9,5229.91,0.15,4,9.29812
65,44,49,15,17,3,15632.2,19679.9,0.15,4,3.17914
65,44,50,16,9,8,7494.75,4993.51,0.15,4,14.0895
65,44,51,16,15,2,11922.8,5229.91,0.15,4,10.1034
65,44,52,16,18,2,10084.7,4823.95,0.15,4,7.73007
65,44,53,17,6,2,15829.2,23403.5,0.15,4,2.06278
65,44,54,17,15,3,14631.9,19679.9,0.15,4,3.13751
65,44,55,17,19,4,20090.9,23403.5,0.15,4,4.32586
65,44,56,18,14,3,19215.5,14564.8,0.15,4,4.36336
65,44,57,18,16,2,9787.35,4823.95,0.15,4,7.08359
65,44,58,18,19,4,9216.02,5002.61,0.15,4,10.911
65,44,59,19,17,4,19460.6,23403.5,0.15,4,4.28685
65,44,60,19,18,4,8855.38,5002.61,0.15,4,9.89107
65,44,61,19,20,6,7105.87,5059.91,0.15,4,9.50057
65,44,62,19,21,5,7124.7,5075.7,0.15,4,7.91169
65,44,63,20,19,6,6080.16,5059.91,0.15,4,7.87643
65,44,64,20,21,2,9172.84,5229.91,0.15,4,4.83897
65,44,65,20,23,3,12146.8,4885.36,0.15,4,20.1981
65,44,66,21,14,3,17534.4,9599.18,0.15,4,8.01003
65,44,67,21,19,5,7059.46,5075.7,0.15,4,7.8065
65,44,68,21,20,2,9467.05,5229.91,0.15,4,5.2211
65,44,69,21,22,4,11624.4,5000,0.15,4,21.5289
65,44,70,22,13,4,8213.37,4924.79,0.15,4,8.64178
65,44,71,22,21,4,10435.3,5000,0.15,4,15.3838
65,44,72,22,23,2,8717.54,5078.51,0.15,4,4.60466
65,44,73,23,12,4,13377.9,5091.26,0.15,4,32.6022
65,44,74,23,20,3,10826.9,4885.36,0.15,4,13.8555
65,44,75,23,22,2,7461.74,5078.51,0.15,4,3.39809
65,22,0,0,1,6,4634.57,25900.2,0.15,4,6.00092
65,22,1,0,2,4,8202.8,23403.5,0.15,4,4.00905
65,22,2,1,0,6,4602.8,25900.2,0.15,4,6.0009
65,22,3,1,5,5,6101.26,4958.18,0.15,4,6.71969
65,22,4,2,0,4,8234.57,23403.5,0.15,4,4.0092
65,22,5,2,3,4,14029.6,17110.5,0.15,4,4.27119
65,22,6,2,11,4,10146.9,23403.5,0.15,4,4.0212
65,22,7,3,2,4,14077.4,17110.5,0.15,4,4.27491
65,22,8,3,4,2,18029.6,17782.8,0.15,4,2.31701
65,22,9,3,10,6,5200,4908.83,0.15,4,7.1333
65,22,10,4,3,2,18077.4,17782.8,0.15,4,2.32038
65,22,11,4,5,4,8706.39,4948,0.15,4,9.75158
65,22,12,4,8,5,15831.5,10000,0.15,4,9.71136
65,22,13,5,1,5,6069.49,4958.18,0.15,4,6.68415
65,22,14,5,4,4,8754.26,4948,0.15,4,9.87911
65,22,15,5,7,2,12541,4898.59,0.15,4,14.8873
65,22,16,6,7,3,12110.4,7841.81,0.15,4,5.55964
65,22,17,6,17,2,15907.7,23403.5,0.15,4,2.06404
65,22,18,7,5,2,12557.1,4898.59,0.15,4,14.9536
65,22,19,7,6,3,12207.7,7841.81,0.15,4,5.64287
65,22,20,7,8,10,6866.65,5050.19,0.15,4,15.1267
65,22,21,7,15,5,8325.6,5045.82,0.15,4,10.559
65,22,22,8,4,5,15831.4,10000,0.15,4,9.71133
65,22,23,8,7,10,6892.3,5050.19,0.15,4,15.2037
65,22,24,8,9,3,21741.2,13915.8,0.15,4,5.68112
65,22,25,9,8,3,21866.8,13915.8,0.15,4,5.74363
65,22,26,9,10,5,17758.4,10000,0.15,4,12.4589
65,22,27,9,14,6,23075.2,13512,0.15,4,13.655
65,22,28,9,15,4,11029.7,4854.92,0.15,4,19.9835
65,22,29,9,16,8,8100,4993.51,0.15,4,16.308
65,22,30,10,3,6,5300,4908.83,0.15,4,7.22302
65,22,31,10,9,5,17608.3,10000,0.15,4,12.2099
65,22,32,10,11,6,8327.95,4908.83,0.15,4,13.4556
65,22,33,10,13,4,9790.44,4876.51,0.15,4,13.7482
65,22,34,11,2,4,10130.9,23403.5,0.15,4,4.02107
65,22,35,11,10,6,8356.15,4908.83,0.15,4,13.5571
65,22,36,11,12,3,12468.4,25900.2,0.15,4,3.02417
65,22,37,12,11,3,12580.5,25900.2,0.15,4,3.02505
65,22,38,12,23,4,11071.4,5091.26,0.15,4,17.4173
65,22,39,13,10,4,9812.21,4876.51,0.15,4,13.8352
65,22,40,13,14,5,8998.1,5127.53,0.15,4,12.1127
65,22,41,13,22,4,8364.32,4924.79,0.15,4,8.99256
65,22,42,14,9,6,23175.8,13512,0.15,4,13.7894
65,22,43,14,13,5,9054.6,5127.53,0.15,4,12.293
65,22,44,14,18,3,18913.7,14564.8,0.15,4,4.27968
65,22,45,14,21,3,18353.8,9599.18,0.15,4,9.0142
65,22,46,15,7,5,8413.32,5045.82,0.15,4,10.797
65,22,47,15,9,4,11104.7,4854.92,0.15,4,20.423
65,22,48,15,16,2,11541.6,5229.91,0.15,4,9.11545
65,22,49,15,17,3,15464.9,19679.9,0.15,4,3.1716
65,22,50,16,9,8,8100,4993.51,0.15,4,16.308
65,22,51,16,15,2,11592.1,5229.91,0.15,4,9.24092
65,22,52,16,18,2,9901.94,4823.95,0.15,4,7.32588
65,22,53,17,6,2,15810.4,23403.5,0.15,4,2.06249
65,22,54,17,15,3,15577.1,19679.9,0.15,4,3.17663
65,22,55,17,19,4,19156.5,23403.5,0.15,4,4.26934
65,22,56,18,14,3,19064.6,14564.8,0.15,4,4.32102
65,22,57,18,16,2,9952.49,4823.95,0.15,4,7.43547
65,22,58,18,19,4,8656.42,5002.61,0.15,4,9.37922
65,22,59,19,17,4,19071.5,23403.5,0.15,4,4.26459
65,22,60,19,18,4,8857.89,5002.61,0.15,4,9.89775
65,22,61,19,20,6,6307.01,5059.91,0.15,4,8.17253
65,22,62,19,21,5,7000,5075.7,0.15,4,7.71313
65,22,63,20,19,6,6323.43,5059.91,0.15,4,8.19524
65,22,64,20,21,2,8447.43,5229.91,0.15,4,4.04194
65,22,65,20,23,3,10268.8,4885.36,0.15,4,11.7841
65,22,66,21,14,3,18260,9599.18,0.15,4,8.89218
65,22,67,21,19,5,7000,5075.7,0.15,4,7.71313
65,22,68,21,20,2,8503.31,5229.91,0.15,4,4.09651
65,22,69,21,22,4,9629.79,5000,0.15,4,12.2554
65,22,70,22,13,4,8329.59,4924.79,0.15,4,8.91015
65,22,71,22,21,4,9591.87,5000,0.15,4,12.1261
65,22,72,22,23,2,7914.79,5078.51,0.15,4,3.76984
65,22,73,23,12,4,11083.6,5091.26,0.15,4,17.4762
65,22,74,23,20,3,10229.3,4885.36,0.15,4,11.6499
65,22,75,23,22,2,7842.13,5078.51,0.15,4,3.70574
66,66,0,0,1,6,12121.6,25900.2,0.15,4,6.04318
66,66,1,0,2,4,9366.31,23403.5,0.15,4,4.01539
66,66,2,1,0,6,7163.3,25900.2,0.15,4,6.00527
66,66,3,1,5,5,11724.7,4958.18,0.15,4,28.4515
66,66,4,2,0,4,14324.6,23403.5,0.15,4,4.08421
66,66,5,2,3,4,11785.8,17110.5,0.15,4,4.13506
66,66,6,2,11,4,9604.23,23403.5,0.15,4,4.01702
66,66,7,3,2,4,12236.6,17110.5,0.15,4,4.15694
66,66,8,3,4,2,16231.5,17782.8,0.15,4,2.20824
66,66,9,3,10,6,3310.64,4908.83,0.15,4,6.1862
66,66,10,4,3,2,8360.63,17782.8,0.15,4,2.01466
66,66,11,4,5,4,3.68296e-10,1e-10,0.15,4,114.393
66,66,12,4,8,5,17129.1,10000,0.15,4,11.4565
66,66,13,5,1,5,6766.34,4958.18,0.15,4,7.60127
66,66,14,5,4,4,9258.23,4948,0.15,4,11.3544
66,66,15,5,7,2,12526.4,4898.59,0.15,4,14.8275
66,66,16,6,7,3,13201.5,7841.81,0.15,4,6.6144
66,66,17,6,17,2,16207.8,23403.5,0.15,4,2.06901
66,66,18,7,5,2,16826.3,4898.59,0.15,4,43.763
66,66,19,7,6,3,13285.2,7841.81,0.15,4,6.70696
66,66,20,7,8,10,6495.06,5050.19,0.15,4,14.1039
66,66,21,7,15,5,8716.56,5045.82,0.15,4,11.679
66,66,22,8,4,5,3.29727e-10,1e-10,0.15,4,93.6506
66,66,23,8,7,10,10736.8,5050.19,0.15,4,40.6448
66,66,24,8,9,3,26055.5,13915.8,0.15,4,8.5307
66,66,25,9,8,3,13268.1,13915.8,0.15,4,3.3719
66,66,26,9,10,5,24173.9,10000,0.15,4,30.6123
66,66,27,9,14,6,24739.2,13512,0.15,4,16.1137
66,66,28,9,15,4,13856,4854.92,0.15,4,43.8085
66,66,29,9,16,8,12204.2,4993.51,0.15,4,50.8142
66,66,30,10,3,6,11732.3,4908.83,0.15,4,35.3673
66,66,31,10,9,5,20758.2,10000,0.15,4,18.9258
66,66,32,10,11,6,11723.3,4908.83,0.15,4,35.277
66,66,33,10,13,4,3.24408e-10,1e-10,0.15,4,70.4533
66,66,34,11,2,4,14111.8,23403.5,0.15,4,4.07931
66,66,35,11,10,6,7613.35,4908.83,0.15,4,11.2076
66,66,36,11,12,3,15659.4,25900.2,0.15,4,3.06013
66,66,37,12,11,3,16157,25900.2,0.15,4,3.06815
66,66,38,12,23,4,12987.4,5091.26,0.15,4,29.406
66,66,39,13,10,4,9215.87,4876.51,0.15,4,11.6535
66,66,40,13,14,5,5569.99,5127.53,0.15,4,6.04436
66,66,41,13,22,4,7575.3,4924.79,0.15,4,7.35892
66,66,42,14,9,6,22354.7,13512,0.15,4,12.7428
66,66,43,14,13,5,12550,5127.53,0.15,4,31.9159
66,66,44,14,18,3,3.5508e-10,1e-10,0.15,4,74.5349
66,66,45,14,21,3,22050.3,9599.18,0.15,4,15.5295
66,66,46,15,7,5,8858.46,5045.82,0.15,4,12.1247
66,66,47,15,9,4,11623,4854.92,0.15,4,23.7106
66,66,48,15,16,2,12602.3,5229.91,0.15,4,12.1146
66,66,49,15,17,3,19413.6,19679.9,0.15,4,3.42613
66,66,50,16,9,8,7349.98,4993.51,0.15,4,13.6325
66,66,51,16,15,2,11457.2,5229.91,0.15,4,8.9097
66,66,52,16,18,2,11735.9,4823.95,0.15,4,12.5094
66,66,53,17,6,2,16124.1,23403.5,0.15,4,2.06759
66,66,54,17,15,3,18467.7,19679.9,0.15,4,3.34896
66,66,55,17,19,4,23057.5,23403.5,0.15,4,4.5653
66,66,56,18,14,3,11713.4,14564.8,0.15,4,3.18825
66,66,57,18,16,2,5736.59,4823.95,0.15,4,2.59997
66,66,58,18,19,4,5136.39,5002.61,0.15,4,4.6668
66,66,59,19,17,4,21927.9,23403.5,0.15,4,4.4624
66,66,60,19,18,4,10850.5,5002.61,0.15,4,17.2789
66,66,61,19,20,6,8491.63,5059.91,0.15,4,13.1389
66,66,62,19,21,5,9710.99,5075.7,0.15,4,15.0492
66,66,63,20,19,6,10457.2,5059.91,0.15,4,22.4187
66,66,64,20,21,2,8196.16,5229.91,0.15,4,3.80961
66,66,65,20,23,3,12210.5,4885.36,0.15,4,20.5612
66,66,66,21,14,3,14832.4,9599.18,0.15,4,5.56521
66,66,67,21,19,5,12229.8,5075.7,0.15,4,30.279
66,66,68,21,20,2,11078,5229.91,0.15,4,8.03931
66,66,69,21,22,4,11882.9,5000,0.15,4,23.1411
66,66,70,22,13,4,9811.14,4924.79,0.15,4,13.451
66,66,71,22,21,4,10065.7,5000,0.15,4,13.8548
66,66,72,22,23,2,9470.07,5078.51,0.15,4,5.62735
66,66,73,23,12,4,13385,5091.26,0.15,4,32.6631
66,66,74,23,20,3,11294.2,4885.36,0.15,4,15.8545
66,66,75,23,22,2,9888.68,5078.51,0.15,4,6.3125
66,11,0,0,1,6,6537.89,25900.2,0.15,4,6.00365
66,11,1,0,2,4,9386.75,23403.5,0.15,4,4.01553
66,11,2,1,0,6,7184.03,25900.2,0.15,4,6.00533
66,11,3,1,5,5,6339.71,4958.18,0.15,4,7.00469
66,11,4,2,0,4,8740.61,23403.5,0.15,4,4.01167
66,11,5,2,3,4,16653.8,17110.5,0.15,4,4.53846
66,11,6,2,11,4,9719.71,23403.5,0.15,4,4.01785
66,11,7,3,2,4,10868.4,17110.5,0.15,4,4.09767
66,11,8,3,4,2,22413.1,17782.8,0.15,4,2.75706
66,11,9,3,10,6,3301.78,4908.83,0.15,4,6.18421
66,11,10,4,3,2,8275.95,17782.8,0.15,4,2.01407
66,11,11,4,5,4,8497.67,4948,0.15,4,9.21957
66,11,12,4,8,5,15067.3,10000,0.15,4,8.86545
66,11,13,5,1,5,6985.84,4958.18,0.15,4,7.95561
66,11,14,5,4,4,9427.82,4948,0.15,4,11.9082
66,11,15,5,7,2,15209.7,4898.59,0.15,4,29.8815
66,11,16,6,7,3,13380.8,7841.81,0.15,4,6.81482
66,11,17,6,17,2,16867.9,23403.5,0.15,4,2.08095
66,11,18,7,5,2,16785.9,4898.59,0.15,4,43.3638
66,11,19,7,6,3,14549.9,7841.81,0.15,4,8.33319
66,11,20,7,8,10,6549.48,5050.19,0.15,4,14.2431
66,11,21,7,15,5,9289.29,5045.82,0.15,4,13.6152
66,11,22,8,4,5,3.35828e-10,1e-10,0.15,4,100.396
66,11,23,8,7,10,9729.87,5050.19,0.15,4,30.6675
66,11,24,8,9,3,25234.1,13915.8,0.15,4,7.86553
66,11,25,9,8,3,13447.2,13915.8,0.15,4,3.39238
66,11,26,9,10,5,24071.8,10000,0.15,4,30.1822
66,11,27,9,14,6,24752.2,13512,0.15,4,16.1349
66,11,28,9,15,4,13141.6,4854.92,0.15,4,36.212
66,11,29,9,16,8,11958.2,4993.51,0.15,4,47.4662
66,11,30,10,3,6,11753.5,4908.83,0.15,4,35.5803
66,11,31,10,9,5,20350.1,10000,0.15,4,17.8625
66,11,32,10,11,6,11753.6,4908.83,0.15,4,35.5813
66,11,33,10,13,4,3.2221e-10,1e-10,0.15,4,68.6706
66,11,34,11,2,4,14859,23403.5,0.15,4,4.0975
66,11,35,11,10,6,7249.86,4908.83,0.15,4,10.282
66,11,36,11,12,3,15417.1,25900.2,0.15,4,3.0565
66,11,37,12,11,3,16152.6,25900.2,0.15,4,3.06807
66,11,38,12,23,4,12773.5,5091.26,0.15,4,27.7733
66,11,39,13,10,4,9333.78,4876.51,0.15,4,12.0528
66,11,40,13,14,5,5580.13,5127.53,0.15,4,6.05198
66,11,41,13,22,4,7441.84,4924.79,0.15,4,7.1284
66,11,42,14,9,6,22701,13512,0.15,4,13.1704
66,11,43,14,13,5,12521.4,5127.53,0.15,4,31.6715
66,11,44,14,18,3,3.46134e-10,1e-10,0.15,4,67.5933
66,11,45,14,21,3,21840.8,9599.18,0.15,4,15.0601
66,11,46,15,7,5,8854.29,5045.82,0.15,4,12.1113
66,11,47,15,9,4,11602.8,4854.92,0.15,4,23.5739
66,11,48,15,16,2,12628.5,5229.91,0.15,4,12.1988
66,11,49,15,17,3,18767.7,19679.9,0.15,4,3.37219
66,11,50,16,9,8,7383.08,4993.51,0.15,4,13.7347
66,11,51,16,15,2,11364.5,5229.91,0.15,4,8.68883
66,11,52,16,18,2,11697.6,4823.95,0.15,4,12.3729
66,11,53,17,6,2,15698.8,23403.5,0.15,4,2.06074
66,11,54,17,15,3,18057.8,19679.9,0.15,4,3.31899
66,11,55,17,19,4,23173.7,23403.5,0.15,4,4.57678
66,11,56,18,14,3,11650,14564.8,0.15,4,3.18421
66,11,57,18,16,2,5858.51,4823.95,0.15,4,2.65262
66,11,58,18,19,4,5051.99,5002.61,0.15,4,4.62405
66,11,59,19,17,4,21194.7,23403.5,0.15,4,4.40359
66,11,60,19,18,4,10862.9,5002.61,0.15,4,17.3398
66,11,61,19,20,6,8363.71,5059.91,0.15,4,12.7184
66,11,62,19,21,5,9648.44,5075.7,0.15,4,14.7928
66,11,63,20,19,6,9925.99,5059.91,0.15,4,19.328
66,11,64,20,21,2,8378.73,5229.91,0.15,4,3.97632
66,11,65,20,23,3,12301,4885.36,0.15,4,21.0877
66,11,66,21,14,3,14980.9,9599.18,0.15,4,5.66948
66,11,67,21,19,5,11818.1,5075.7,0.15,4,27.043
66,11,68,21,20,2,11042.2,5229.91,0.15,4,7.96176
66,11,69,21,22,4,11919.9,5000,0.15,4,23.3804
66,11,70,22,13,4,9834.31,4924.79,0.15,4,13.5406
66,11,71,22,21,4,9893.18,5000,0.15,4,13.1964
66,11,72,22,23,2,9356.42,5078.51,0.15,4,5.45633
66,11,73,23,12,4,13409,5091.26,0.15,4,32.8693
66,11,74,23,20,3,11199.7,4885.36,0.15,4,15.4295
66,11,75,23,22,2,9722.16,5078.51,0.15,4,6.02929
66,22,0,0,1,6,6746.59,25900.2,0.15,4,6.00414
66,22,1,0,2,4,8458.79,23403.5,0.15,4,4.01024
66,22,2,1,0,6,5849.58,25900.2,0.15,4,6.00234
66,22,3,1,5,5,6705.68,4958.18,0.15,4,7.50924
66,22,4,2,0,4,9355.79,23403.5,0.15,4,4.01532
66,22,5,2,3,4,14923.8,17110.5,0.15,4,4.34723
66,22,6,2,11,4,12894,23403.5,0.15,4,4.05528
66,22,7,3,2,4,16454.2,17110.5,0.15,4,4.51311
66,22,8,3,4,2,20665.3,17782.8,0.15,4,2.54713
66,22,9,3,10,6,3336.67,4908.83,0.15,4,6.19213
66,22,10,4,3,2,19255.1,17782.8,0.15,4,2.41239
66,22,11,4,5,4,9038.33,4948,0.15,4,10.6801
66,22,12,4,8,5,17155.7,10000,0.15,4,11.4968
66,22,13,5,1,5,5808.67,4958.18,0.15,4,6.4128
66,22,14,5,4,4,8574.97,4948,0.15,4,9.41208
66,22,15,5,7,2,14586.4,4898.59,0.15,4,25.5845
66,22,16,6,7,3,12350.8,7841.81,0.15,4,5.76903
66,22,17,6,17,2,17047.1,23403.5,0.15,4,2.08445
66,22,18,7,5,2,13226,4898.59,0.15,4,17.9424
66,22,19,7,6,3,14431.4,7841.81,0.15,4,8.16155
66,22,20,7,8,10,7538.52,5050.19,0.15,4,17.4474
66,22,21,7,15,5,9250.88,5045.82,0.15,4,13.4736
66,22,22,8,4,5,16208.9,10000,0.15,4,10.177
66,22,23,8,7,10,8988.96,5050.19,0.15,4,25.0556
66,22,24,8,9,3,21989.8,13915.8,0.15,4,5.80584
66,22,25,9,8,3,22593.4,13915.8,0.15,4,6.12684
66,22,26,9,10,5,16407.8,10000,0.15,4,10.4358
66,22,27,9,14,6,24439.8,13512,0.15,4,15.6328
66,22,28,9,15,4,12796.5,4854.92,0.15,4,32.9597
66,22,29,9,16,8,11650.5,4993.51,0.15,4,43.5581
66,22,30,10,3,6,6377.31,4908.83,0.15,4,8.56378
66,22,31,10,9,5,19782.2,10000,0.15,4,16.4858
66,22,32,10,11,6,9106.89,4908.83,0.15,4,16.6613
66,22,33,10,13,4,3.01805e-10,1e-10,0.15,4,53.78
66,22,34,11,2,4,12260.6,23403.5,0.15,4,4.04519
66,22,35,11,10,6,7799,4908.83,0.15,4,11.7344
66,22,36,11,12,3,16476.8,25900.2,0.15,4,3.0737
66,22,37,12,11,3,14635.5,25900.2,0.15,4,3.04588
66,22,38,12,23,4,12811,5091.26,0.15,4,28.054
66,22,39,13,10,4,7822.91,4876.51,0.15,4,7.97364
66,22,40,13,14,5,5206.72,5127.53,0.15,4,5.79742
66,22,41,13,22,4,7428.18,4924.79,0.15,4,7.1055
66,22,42,14,9,6,25813.5,13512,0.15,4,17.988
66,22,43,14,13,5,10931.1,5127.53,0.15,4,20.491
66,22,44,14,18,3,3.39124e-10,1e-10,0.15,4,62.5175
66,22,45,14,21,3,20968.6,9599.18,0.15,4,13.246
66,22,46,15,7,5,8520.68,5045.82,0.15,4,11.0986
66,22,47,15,9,4,11598.5,4854.92,0.15,4,23.5451
66,22,48,15,16,2,12827.5,5229.91,0.15,4,12.8571
66,22,49,15,17,3,18368.9,19679.9,0.15,4,3.34155
66,22,50,16,9,8,8604.05,4993.51,0.15,4,18.5771
66,22,51,16,15,2,10435.8,5229.91,0.15,4,6.75615
66,22,52,16,18,2,11472.5,4823.95,0.15,4,11.597
66,22,53,17,6,2,14966.5,23403.5,0.15,4,2.05017
66,22,54,17,15,3,18832.3,19679.9,0.15,4,3.37734
66,22,55,17,19,4,23185.6,23403.5,0.15,4,4.57797
66,22,56,18,14,3,12126.5,14564.8,0.15,4,3.21624
66,22,57,18,16,2,6034.34,4823.95,0.15,4,2.73456
66,22,58,18,19,4,4267.83,5002.61,0.15,4,4.31783
66,22,59,19,17,4,21468.5,23403.5,0.15,4,4.42485
66,22,60,19,18,4,10956.2,5002.61,0.15,4,17.8039
66,22,61,19,20,6,7925.43,5059.91,0.15,4,11.417
66,22,62,19,21,5,9584.95,5075.7,0.15,4,14.5376
66,22,63,20,19,6,10407.3,5059.91,0.15,4,22.1073
66,22,64,20,21,2,8304.57,5229.91,0.15,4,3.90728
66,22,65,20,23,3,10399.3,4885.36,0.15,4,12.2393
66,22,66,21,14,3,15840.2,9599.18,0.15,4,6.33671
66,22,67,21,19,5,11974.3,5075.7,0.15,4,28.2313
66,22,68,21,20,2,10319.7,5229.91,0.15,4,6.54786
66,22,69,21,22,4,10220.3,5000,0.15,4,14.4741
66,22,70,22,13,4,9526.75,4924.79,0.15,4,12.4019
66,22,71,22,21,4,9496.25,5000,0.15,4,11.8069
66,22,72,22,23,2,8413.95,5078.51,0.15,4,4.26035
66,22,73,23,12,4,10869.7,5091.26,0.15,4,16.4658
66,22,74,23,20,3,10866.1,4885.36,0.15,4,14.0133
66,22,75,23,22,2,9788.5,5078.51,0.15,4,6.14039
66,44,0,0,1,6,4841.64,25900.2,0.15,4,6.0011
66,44,1,0,2,4,7631.47,23403.5,0.15,4,4.00678
66,44,2,1,0,6,4401.78,25900.2,0.15,4,6.00075
66,44,3,1,5,5,6440.56,4958.18,0.15,4,7.13534
66,44,4,2,0,4,8071.34,23403.5,0.15,4,4.00849
66,44,5,2,3,4,14883.3,17110.5,0.15,4,4.34348
66,44,6,2,11,4,12396.2,23403.5,0.15,4,4.04723
66,44,7,3,2,4,16265.8,17110.5,0.15,4,4.49001
66,44,8,3,4,2,19883.6,17782.8,0.15,4,2.46892
66,44,9,3,10,6,3300,4908.83,0.15,4,6.18382
66,44,10,4,3,2,18410.5,17782.8,0.15,4,2.34466
66,44,11,4,5,4,8898.47,4948,0.15,4,10.2762
66,44,12,4,8,5,17168.3,10000,0.15,4,11.5158
66,44,13,5,1,5,6000.69,4958.18,0.15,4,6.60908
66,44,14,5,4,4,8577.36,4948,0.15,4,9.41812
66,44,15,5,7,2,13660.5,4898.59,0.15,4,20.1429
66,44,16,6,7,3,12551.3,7841.81,0.15,4,5.95327
66,44,17,6,17,2,17014.6,23403.5,0.15,4,2.08381
66,44,18,7,5,2,12899.6,4898.59,0.15,4,16.4257
66,44,19,7,6,3,13804,7841.81,0.15,4,7.32076
66,44,20,7,8,10,7138.79,5050.19,0.15,4,15.989
66,44,21,7,15,5,8841.42,5045.82,0.15,4,12.07
66,44,22,8,4,5,16016.3,10000,0.15,4,9.93527
66,44,23,8,7,10,7884.85,5050.19,0.15,4,18.9132
66,44,24,8,9,3,21939.1,13915.8,0.15,4,5.78007
66,44,25,9,8,3,21633.2,13915.8,0.15,4,5.62821
66,44,26,9,10,5,16382.2,10000,0.15,4,10.4019
66,44,27,9,14,6,27486.8,13512,0.15,4,21.412
66,44,28,9,15,4,11911,4854.92,0.15,4,25.7382
66,44,29,9,16,8,8386.82,4993.51,0.15,4,17.5488
66,44,30,10,3,6,6255.62,4908.83,0.15,4,8.37362
66,44,31,10,9,5,19708.1,10000,0.15,4,16.3147
66,44,32,10,11,6,9001.44,4908.83,0.15,4,16.176
66,44,33,10,13,4,3.11477e-10,1e-10,0.15,4,60.4747
66,44,34,11,2,4,11453.5,23403.5,0.15,4,4.03442
66,44,35,11,10,6,7879.9,4908.83,0.15,4,11.9761
66,44,36,11,12,3,16000.1,25900.2,0.15,4,3.06554
66,44,37,12,11,3,14035.9,25900.2,0.15,4,3.03881
66,44,38,12,23,4,13170,5091.26,0.15,4,30.8655
66,44,39,13,10,4,7503.13,4876.51,0.15,4,7.36267
66,44,40,13,14,5,7066.44,5127.53,0.15,4,7.7054
66,44,41,13,22,4,5437.43,4924.79,0.15,4,4.89161
66,44,42,14,9,6,24561.8,13512,0.15,4,15.8266
66,44,43,14,13,5,10712.6,5127.53,0.15,4,19.2893
66,44,44,14,18,3,17194.4,14564.8,0.15,4,3.87408
66,44,45,14,21,3,18310.6,9599.18,0.15,4,8.95774
66,44,46,15,7,5,8587.03,5045.82,0.15,4,11.2908
66,44,47,15,9,4,11390.9,4854.92,0.15,4,22.1828
66,44,48,15,16,2,11538.5,5229.91,0.15,4,9.10786
66,44,49,15,17,3,16874.2,19679.9,0.15,4,3.24323
66,44,50,16,9,8,8100,4993.51,0.15,4,16.308
66,44,51,16,15,2,11366.2,5229.91,0.15,4,8.69277
66,44,52,16,18,2,10194.5,4823.95,0.15,4,7.98367
66,44,53,17,6,2,15762,23403.5,0.15,4,2.06172
66,44,54,17,15,3,16272,19679.9,0.15,4,3.21032
66,44,55,17,19,4,21409,23403.5,0.15,4,4.42016
66,44,56,18,14,3,18183.1,14564.8,0.15,4,4.09314
66,44,57,18,16,2,9735.36,4823.95,0.15,4,6.97644
66,44,58,18,19,4,8285.34,5002.61,0.15,4,8.51447
66,44,59,19,17,4,19454.1,23403.5,0.15,4,4.28647
66,44,60,19,18,4,8814.95,5002.61,0.15,4,9.78421
66,44,61,19,20,6,6874.18,5059.91,0.15,4,9.06588
66,44,62,19,21,5,7573.15,5075.7,0.15,4,8.71693
66,44,63,20,19,6,5922.08,5059.91,0.15,4,7.68876
66,44,64,20,21,2,9083.66,5229.91,0.15,4,4.73016
66,44,65,20,23,3,10690.1,4885.36,0.15,4,13.3171
66,44,66,21,14,3,17943,9599.18,0.15,4,8.49364
66,44,67,21,19,5,7000,5075.7,0.15,4,7.71313
66,44,68,21,20,2,8810.97,5229.91,0.15,4,4.41679
66,44,69,21,22,4,10310.9,5000,0.15,4,14.8508
66,44,70,22,13,4,9294.38,4924.79,0.15,4,11.6117
66,44,71,22,21,4,9097.58,5000,0.15,4,10.5762
66,44,72,22,23,2,6638.45,5078.51,0.15,4,2.87588
66,44,73,23,12,4,11105.8,5091.26,0.15,4,17.5848
66,44,74,23,20,3,10010.7,4885.36,0.15,4,10.9339
66,44,75,23,22,2,9282.05,5078.51,0.15,4,5.34774
66,33,0,0,1,6,4634.57,25900.2,0.15,4,6.00092
66,33,1,0,2,4,8202.8,23403.5,0.15,4,4.00905
