RecoverCase,VulLink,Origin,Dest,ODIndex,Demand,UECost
-1,22,20,12,453,600,52.8004
-1,22,20,11,454,300,55.8494
-1,22,20,10,455,400,48.2877
-1,22,20,9,456,1200,24.2316
-1,22,20,8,457,300,27.6918
-1,22,20,7,458,400,20.0392
-1,22,20,6,459,200,14.2261
-1,22,20,5,460,100,61.9303
-1,22,20,4,461,100,66.9139
-1,22,20,3,462,200,64.3847
-1,22,20,0,463,100,63.8981
-1,22,21,23,464,1100,25.4192
-1,22,21,22,465,2100,21.5289
-1,22,21,20,466,1800,5.2211
-1,22,21,19,467,2400,7.8065
-1,22,21,18,468,1200,12.3914
-1,22,21,17,469,300,12.0934
-1,22,21,16,470,1700,19.475
-1,22,21,15,471,1200,15.2309
-1,22,21,14,472,2600,8.01003
-1,22,21,13,473,1200,30.1707
-1,22,21,12,474,1300,58.0215
-1,22,21,11,475,700,61.0705
-1,22,21,10,476,1100,46.2204
-1,22,21,9,477,2600,19.3926
-1,22,21,8,478,700,22.8529
-1,22,21,7,479,500,19.9693
-1,22,21,6,480,500,14.1561
-1,22,21,5,481,200,61.8603
-1,22,21,4,482,200,72.135
-1,22,21,3,483,400,69.6058
-1,22,21,2,484,100,65.1156
-1,22,21,1,485,100,69.5989
-1,22,21,0,486,400,69.1192
-1,22,22,23,487,700,4.60466
-1,22,22,21,488,2100,15.3838
-1,22,22,20,489,700,18.4601
-1,22,22,19,490,700,23.1903
-1,22,22,18,491,300,27.7752
-1,22,22,17,492,100,27.4772
-1,22,22,16,493,600,34.8588
-1,22,22,15,494,500,30.6147
-1,22,22,14,495,1000,23.3938
-1,22,22,13,496,1100,8.64178
-1,22,22,12,497,800,37.2069
-1,22,22,11,498,700,40.2559
-1,22,22,10,499,1300,24.6914
-1,22,22,9,500,1800,34.7764
-1,22,22,8,501,500,38.2367
-1,22,22,7,502,300,35.3531
-1,22,22,6,503,200,29.5399
-1,22,22,5,504,100,59.6599
-1,22,22,4,505,100,51.3204
-1,22,22,3,506,500,48.7913
-1,22,22,2,507,100,44.301
-1,22,22,0,508,300,48.3047
-1,22,23,22,509,700,3.39809
-1,22,23,21,510,1100,18.6944
-1,22,23,20,511,500,13.8555
-1,22,23,19,512,400,21.7319
-1,22,23,18,513,100,31.0859
-1,22,23,16,514,300,38.1695
-1,22,23,15,515,300,29.1563
-1,22,23,14,516,400,26.7045
-1,22,23,13,517,400,12.0399
-1,22,23,12,518,700,32.6022
-1,22,23,11,519,500,35.6512
-1,22,23,10,520,600,28.0895
-1,22,23,9,521,800,38.087
-1,22,23,8,522,200,41.5473
-1,22,23,7,523,200,33.8947
-1,22,23,6,524,100,28.0815
-1,22,23,5,525,100,55.0552
-1,22,23,3,526,200,44.1866
-1,22,23,0,527,100,43.7
-1,33,0,23,0,100,41.985
-1,33,0,22,1,300,47.3328
-1,33,0,21,2,400,55.821
-1,33,0,20,3,100,52.9189
-1,33,0,19,4,300,47.1041
-1,33,0,18,5,300,53.4012
-1,33,0,17,6,100,42.6839
-1,33,0,16,7,400,45.6639
-1,33,0,15,8,500,45.3494
-1,33,0,14,9,500,49.5271
-1,33,0,13,10,300,58.9445
-1,33,0,12,11,500,11.1195
-1,33,0,11,12,200,8.05401
-1,33,0,10,13,500,14.5341
-1,33,0,9,14,1300,28.1151
-1,33,0,8,15,500,22.335
-1,33,0,7,16,800,33.2794
-1,33,0,6,17,500,40.6001
-1,33,0,5,18,300,13.1364
-1,33,0,4,19,200,10.8192
-1,33,0,3,20,500,8.35026
-1,33,0,2,21,100,4.00678
-1,33,0,1,22,100,6.0011
-1,33,1,21,23,100,49.8199
-1,33,1,19,24,100,41.103
-1,33,1,18,25,100,50.8872
-1,33,1,16,26,200,48.4562
-1,33,1,15,27,400,39.3483
-1,33,1,14,28,100,54.9803
-1,33,1,13,29,100,64.9452
-1,33,1,12,30,300,17.1203
-1,33,1,11,31,100,14.0548
-1,33,1,10,32,200,20.5348
-1,33,1,9,33,600,33.8494
-1,33,1,8,34,200,28.0693
-1,33,1,7,35,400,27.2783
-1,33,1,6,36,200,34.599
-1,33,1,5,37,400,7.13534
-1,33,1,4,38,100,16.5535
-1,33,1,3,39,200,14.351
-1,33,1,2,40,100,10.0075
-1,33,1,0,41,100,6.00075
-1,33,2,22,42,100,43.326
-1,33,2,21,43,100,53.6423
-1,33,2,16,44,100,41.6571
-1,33,2,15,45,200,49.3015
-1,33,2,14,46,100,45.5203
-1,33,2,13,47,100,54.9377
-1,33,2,12,48,100,7.11276
-1,33,2,11,49,200,4.04723
-1,33,2,10,50,300,10.5273
-1,33,2,9,51,300,24.1083
-1,33,2,8,52,100,18.3282
-1,33,2,7,53,200,37.2315
-1,33,2,6,54,100,44.5523
-1,33,2,5,55,300,17.0886
-1,33,2,4,56,100,6.8124
-1,33,2,3,57,200,4.34348
-1,33,2,1,58,100,10.0096
-1,33,2,0,59,100,4.00849
-1,33,3,23,60,200,42.4682
-1,33,3,22,61,500,47.816
-1,33,3,21,62,400,50.1346
-1,33,3,20,63,200,53.4022
-1,33,3,19,64,300,46.7127
-1,33,3,18,65,200,45.0509
-1,33,3,17,66,100,42.2926
-1,33,3,16,67,500,37.3136
-1,33,3,15,68,800,44.958
-1,33,3,14,69,500,41.1768
-1,33,3,13,70,500,59.4277
-1,33,3,12,71,600,11.6028
-1,33,3,11,72,600,8.53723
-1,33,3,10,73,1400,6.18382
-1,33,3,9,74,1200,19.7648
-1,33,3,8,75,700,13.9848
-1,33,3,7,76,700,32.888
-1,33,3,6,77,400,40.2088
-1,33,3,5,78,400,12.7451
-1,33,3,4,79,500,2.46892
-1,33,3,2,80,200,4.49001
-1,33,3,1,81,200,14.4996
-1,33,3,0,82,500,8.4985
-1,33,4,22,83,100,50.1606
-1,33,4,21,84,200,47.6656
-1,33,4,20,85,100,52.0824
-1,33,4,19,86,100,44.2438
-1,33,4,18,87,100,42.582
-1,33,4,16,88,200,34.8447
-1,33,4,15,89,500,42.4891
-1,33,4,14,90,200,38.7079
-1,33,4,13,91,100,57.9972
-1,33,4,12,92,200,13.9474
-1,33,4,11,93,200,10.8819
-1,33,4,10,94,500,8.52847
-1,33,4,9,95,1000,17.2959
-1,33,4,8,96,800,11.5158
-1,33,4,7,97,500,30.4191
-1,33,4,6,98,200,37.7399
-1,33,4,5,99,200,10.2762
-1,33,4,3,100,500,2.34466
-1,33,4,2,101,100,6.83466
-1,33,4,1,102,100,16.8443
-1,33,4,0,103,200,10.8432
-1,33,5,23,104,100,54.231
-1,33,5,22,105,100,57.5354
-1,33,5,21,106,200,42.6846
-1,33,5,20,107,100,43.0335
-1,33,5,19,108,300,33.9676
-1,33,5,18,109,200,43.7519
-1,33,5,17,110,100,29.5475
-1,33,5,16,111,500,41.3208
-1,33,5,15,112,900,32.213
-1,33,5,14,113,200,47.845
-1,33,5,13,114,100,67.1343
-1,33,5,12,115,200,23.3656
-1,33,5,11,116,200,20.3
-1,33,5,10,117,400,17.9466
-1,33,5,9,118,800,26.714
-1,33,5,8,119,400,20.934
-1,33,5,7,120,800,20.1429
-1,33,5,6,121,400,27.4637
-1,33,5,4,122,200,9.41812
-1,33,5,3,123,400,11.7628
-1,33,5,2,124,300,16.2528
-1,33,5,1,125,400,6.60908
-1,33,5,0,126,300,12.6098
-1,33,6,23,127,100,28.887
-1,33,6,22,128,200,30.0717
-1,33,6,21,129,500,15.2209
-1,33,6,20,130,200,15.5698
-1,33,6,19,131,500,6.50397
-1,33,6,18,132,400,16.2882
-1,33,6,17,133,200,2.08381
-1,33,6,16,134,1000,14.402
-1,33,6,15,135,1400,5.29413
-1,33,6,14,136,500,20.3813
-1,33,6,13,137,200,39.6706
-1,33,6,12,138,400,45.7445
-1,33,6,11,139,700,42.679
-1,33,6,10,140,500,37.8788
-1,33,6,9,141,1900,27.4769
-1,33,6,8,142,600,21.9423
-1,33,6,7,143,1000,5.95327
-1,33,6,5,144,400,22.379
-1,33,6,4,145,200,31.7971
-1,33,6,3,146,400,34.1417
-1,33,6,2,147,100,38.6318
-1,33,6,1,148,200,28.988
-1,33,6,0,149,500,34.9888
-1,33,7,23,150,200,36.2077
-1,33,7,22,151,300,37.3925
-1,33,7,21,152,500,22.5417
-1,33,7,20,153,400,22.8906
-1,33,7,19,154,900,13.8247
-1,33,7,18,155,700,23.6089
-1,33,7,17,156,300,9.40457
-1,33,7,16,157,1400,21.1779
-1,33,7,15,158,2200,12.07
-1,33,7,14,159,600,27.7021
-1,33,7,13,160,400,46.9914
-1,33,7,12,161,600,39.7912
-1,33,7,11,162,600,36.7257
-1,33,7,10,163,800,32.171
-1,33,7,9,164,1600,21.7691
-1,33,7,8,165,800,15.989
-1,33,7,6,166,1000,7.32076
-1,33,7,5,167,800,16.4257
-1,33,7,4,168,500,25.8438
-1,33,7,3,169,700,28.1885
-1,33,7,2,170,200,32.6785
-1,33,7,1,171,400,23.0348
-1,33,7,0,172,800,29.0355
-1,33,8,23,173,200,53.8765
-1,33,8,22,174,500,51.0006
-1,33,8,21,175,700,36.1498
-1,33,8,20,176,300,40.5666
-1,33,8,19,177,600,32.7379
-1,33,8,18,178,400,31.0661
-1,33,8,17,179,200,28.3178
-1,33,8,16,180,900,23.3288
-1,33,8,15,181,1400,30.9832
-1,33,8,14,182,900,27.192
-1,33,8,13,183,600,46.4813
-1,33,8,12,184,600,23.8827
-1,33,8,11,185,600,20.8172
-1,33,8,10,186,1400,16.182
-1,33,8,9,187,2800,5.78007
-1,33,8,7,188,800,18.9132
-1,33,8,6,189,600,26.2339
-1,33,8,5,190,400,20.2114
-1,33,8,4,191,800,9.93527
-1,33,8,3,192,700,12.2799
-1,33,8,2,193,100,16.7699
-1,33,8,1,194,200,26.7795
-1,33,8,0,195,500,20.7784
-1,33,9,23,196,800,48.0964
-1,33,9,22,197,1800,45.2206
-1,33,9,21,198,2600,30.3697
-1,33,9,20,199,1200,34.7865
-1,33,9,19,200,2500,33.4015
-1,33,9,18,201,1800,25.2861
-1,33,9,17,202,700,28.9814
-1,33,9,16,203,3900,17.5488
-1,33,9,15,204,4400,25.7382
-1,33,9,14,205,4000,21.412
-1,33,9,13,206,2100,40.7013
-1,33,9,12,207,1900,29.5109
-1,33,9,11,208,2000,26.4454
-1,33,9,10,209,4000,10.4019
-1,33,9,8,210,2800,5.62821
-1,33,9,7,211,1600,24.5414
-1,33,9,6,212,1900,31.0431
-1,33,9,5,213,800,25.8397
-1,33,9,4,214,1000,15.5635
-1,33,9,3,215,1200,17.9081
-1,33,9,2,216,300,22.3982
-1,33,9,1,217,600,32.4077
-1,33,9,0,218,1300,26.4066
-1,33,10,23,219,600,50.1071
-1,33,10,22,220,1300,55.4548
-1,33,10,21,221,1100,46.6844
-1,33,10,20,222,400,51.1012
-1,33,10,19,223,600,49.7163
-1,33,10,18,224,400,41.6008
-1,33,10,17,225,100,45.2961
-1,33,10,16,226,1000,33.8635
-1,33,10,15,227,1400,42.0529
-1,33,10,14,228,1400,37.7267
-1,33,10,13,229,1600,57.016
-1,33,10,12,230,1000,19.2416
-1,33,10,11,231,1400,16.176
-1,33,10,9,232,3900,16.3147
-1,33,10,8,233,1400,21.9429
-1,33,10,7,234,800,40.8561
-1,33,10,6,235,500,47.3578
-1,33,10,5,236,400,21.1187
-1,33,10,4,237,500,10.8425
-1,33,10,3,238,1500,8.37362
-1,33,10,2,239,300,12.8636
-1,33,10,1,240,200,22.8732
-1,33,10,0,241,500,16.8721
-1,33,11,23,242,500,33.931
-1,33,11,22,243,700,39.2787
-1,33,11,21,244,700,49.5951
-1,33,11,20,245,300,44.8649
-1,33,11,19,246,400,52.5537
-1,33,11,18,247,300,53.4288
-1,33,11,17,248,200,50.6705
-1,33,11,16,249,600,45.6915
-1,33,11,15,250,700,53.3359
-1,33,11,14,251,700,49.5547
-1,33,11,13,252,700,50.8905
-1,33,11,12,253,1300,3.06554
-1,33,11,10,254,1400,11.9761
-1,33,11,9,255,2000,28.1427
-1,33,11,8,256,600,22.3627
-1,33,11,7,257,600,41.2659
-1,33,11,6,258,700,48.5867
-1,33,11,5,259,200,21.123
-1,33,11,4,260,200,10.8468
-1,33,11,3,261,600,8.37789
-1,33,11,2,262,200,4.03442
-1,33,11,1,263,100,14.044
-1,33,11,0,264,200,8.04291
-1,33,12,23,265,800,30.8655
-1,33,12,22,266,800,36.2132
-1,33,12,21,267,1300,46.5296
-1,33,12,20,268,600,41.7994
-1,33,12,19,269,600,49.4882
-1,33,12,18,270,300,56.4676
-1,33,12,17,271,100,53.7093
-1,33,12,16,272,500,48.7303
-1,33,12,15,273,600,56.3748
-1,33,12,14,274,700,52.5935
-1,33,12,13,275,600,47.8249
-1,33,12,11,276,1300,3.03881
-1,33,12,10,277,1000,15.0149
-1,33,12,9,278,1900,31.1815
-1,33,12,8,279,600,25.4015
-1,33,12,7,280,600,44.3047
-1,33,12,6,281,400,51.6255
-1,33,12,5,282,200,24.1618
-1,33,12,4,283,200,13.8856
-1,33,12,3,284,600,11.4167
-1,33,12,2,285,100,7.07323
-1,33,12,1,286,300,17.0828
-1,33,12,0,287,500,11.0817
-1,33,13,23,288,400,7.76749
-1,33,13,22,289,1100,4.89161
-1,33,13,21,290,1200,15.4678
-1,33,13,20,291,400,18.7014
-1,33,13,19,292,500,20.094
-1,33,13,18,293,300,11.5795
-1,33,13,17,294,100,24.3804
-1,33,13,16,295,700,18.5559
-1,33,13,15,296,700,27.2487
-1,33,13,14,297,1300,7.7054
-1,33,13,12,298,600,25.3523
-1,33,13,11,299,700,23.5387
-1,33,13,10,300,1600,7.36267
-1,33,13,9,301,2100,23.532
-1,33,13,8,302,600,29.1602
-1,33,13,7,303,400,32.3954
-1,33,13,6,304,200,26.4421
-1,33,13,5,305,100,28.4814
-1,33,13,4,306,100,18.2052
-1,33,13,3,307,500,15.7363
-1,33,13,2,308,100,20.2263
-1,33,13,1,309,100,30.2359
-1,33,13,0,310,300,24.2348
-1,33,14,23,311,400,26.6845
-1,33,14,22,312,1000,23.8086
-1,33,14,21,313,2600,8.95774
-1,33,14,20,314,800,13.3745
-1,33,14,19,315,1100,12.3885
-1,33,14,18,316,800,3.87408
-1,33,14,17,317,200,16.675
-1,33,14,16,318,1500,10.8505
-1,33,14,15,319,1200,19.5433
-1,33,14,13,320,1300,19.2893
-1,33,14,12,321,700,44.2692
-1,33,14,11,322,700,42.272
-1,33,14,10,323,1400,26.2285
-1,33,14,9,324,4000,15.8266
-1,33,14,8,325,1000,21.4548
-1,33,14,7,326,600,24.69
-1,33,14,6,327,500,18.7367
-1,33,14,5,328,200,41.1157
-1,33,14,4,329,200,31.3901
-1,33,14,3,330,500,33.7348
-1,33,14,2,331,100,38.2248
-1,33,14,1,332,100,47.7248
-1,33,14,0,333,500,42.2333
-1,33,15,23,334,300,30.0464
-1,33,15,22,335,500,31.2312
-1,33,15,21,336,1200,16.3803
-1,33,15,20,337,600,16.7293
-1,33,15,19,338,1600,7.66339
-1,33,15,18,339,1300,17.0915
-1,33,15,17,340,500,3.24323
-1,33,15,16,341,2800,9.10786
-1,33,15,14,342,1200,21.1847
-1,33,15,13,343,700,40.474
-1,33,15,12,344,600,47.6312
-1,33,15,11,345,700,47.9839
-1,33,15,10,346,1400,32.5847
-1,33,15,9,347,4400,22.1828
-1,33,15,8,348,1400,27.2473
-1,33,15,7,349,2200,11.2582
-1,33,15,6,350,1400,5.30495
-1,33,15,5,351,900,27.6839
-1,33,15,4,352,500,37.102
-1,33,15,3,353,800,39.4467
-1,33,15,2,354,200,43.9367
-1,33,15,1,355,400,34.293
-1,33,15,0,356,500,40.2937
-1,33,16,23,357,300,38.7392
-1,33,16,22,358,600,35.8854
-1,33,16,21,359,1700,21.0345
-1,33,16,20,360,600,25.422
-1,33,16,19,361,1700,16.3562
-1,33,16,18,362,1700,7.98367
-1,33,16,17,363,600,11.936
-1,33,16,15,364,2800,8.69277
-1,33,16,14,365,1500,12.0768
-1,33,16,13,366,700,31.3661
-1,33,16,12,367,500,45.8189
-1,33,16,11,368,600,42.7534
-1,33,16,10,369,1000,26.7099
-1,33,16,9,370,3900,16.308
-1,33,16,8,371,900,21.9362
-1,33,16,7,372,1400,19.951
-1,33,16,6,373,1000,13.9977
-1,33,16,5,374,500,36.3767
-1,33,16,4,375,200,31.8715
-1,33,16,3,376,500,34.2162
-1,33,16,2,377,100,38.7062
-1,33,16,1,378,200,42.9858
-1,33,16,0,379,400,42.7147
-1,33,17,22,380,100,27.9879
-1,33,17,21,381,300,13.1371
-1,33,17,20,382,100,13.486
-1,33,17,19,383,400,4.42016
-1,33,17,18,384,300,14.2044
-1,33,17,16,385,600,12.3182
-1,33,17,15,386,500,3.21032
-1,33,17,14,387,200,18.2975
-1,33,17,13,388,100,37.5868
-1,33,17,12,389,100,44.3879
-1,33,17,11,390,200,44.7407
-1,33,17,10,391,200,35.795
-1,33,17,9,392,700,25.3931
-1,33,17,8,393,200,24.004
-1,33,17,7,394,300,8.015
-1,33,17,6,395,200,2.06172
-1,33,17,5,396,100,24.4407
-1,33,17,3,397,100,36.2035
-1,33,17,0,398,100,37.0505
-1,33,18,23,399,100,30.7776
-1,33,18,22,400,300,27.9017
-1,33,18,21,401,1200,13.0509
-1,33,18,20,402,400,17.4677
-1,33,18,19,403,1200,8.51447
-1,33,18,17,404,300,12.8009
-1,33,18,16,405,1700,6.97644
-1,33,18,15,406,1300,15.6692
-1,33,18,14,407,800,4.09314
-1,33,18,13,408,300,23.3824
-1,33,18,12,409,300,48.3624
-1,33,18,11,410,300,46.3651
-1,33,18,10,411,400,30.3216
-1,33,18,9,412,1800,19.9198
-1,33,18,8,413,400,25.548
-1,33,18,7,414,700,20.8159
-1,33,18,6,415,400,14.8627
-1,33,18,5,416,200,37.2416
-1,33,18,4,417,100,35.4832
-1,33,18,3,418,200,37.8279
-1,33,18,1,419,100,43.8507
-1,33,18,0,420,300,46.3264
-1,33,19,23,421,400,22.383
-1,33,19,22,422,700,23.5678
-1,33,19,21,423,2400,8.71693
-1,33,19,20,424,1200,9.06588
-1,33,19,18,425,1200,9.78421
-1,33,19,17,426,400,4.28647
-1,33,19,16,427,1700,16.6047
-1,33,19,15,428,1600,7.49679
-1,33,19,14,429,1100,13.8773
-1,33,19,13,430,500,33.1666
-1,33,19,12,431,600,39.9678
-1,33,19,11,432,500,43.0066
-1,33,19,10,433,600,40.0815
-1,33,19,9,434,2500,29.6796
-1,33,19,8,435,600,28.2905
-1,33,19,7,436,900,12.3015
-1,33,19,6,437,500,6.34819
-1,33,19,5,438,300,28.7272
-1,33,19,4,439,100,38.1453
-1,33,19,3,440,300,40.4899
-1,33,19,1,441,100,35.3362
-1,33,19,0,442,300,41.337
-1,33,20,23,443,500,13.3171
-1,33,20,22,444,700,18.6649
-1,33,20,21,445,1800,4.73016
-1,33,20,19,446,1200,7.68876
-1,33,20,18,447,400,17.0979
-1,33,20,17,448,100,11.9752
-1,33,20,16,449,600,24.0743
-1,33,20,15,450,600,15.1855
-1,33,20,14,451,800,13.2238
-1,33,20,13,452,400,30.2766
-1,33,20,12,453,600,30.9019
-1,33,20,11,454,300,33.9407
-1,33,20,10,455,400,37.6393
-1,33,20,9,456,1200,29.0504
-1,33,20,8,457,300,34.6786
-1,33,20,7,458,400,19.9902
-1,33,20,6,459,200,14.0369
-1,33,20,5,460,100,36.4159
-1,33,20,4,461,100,44.6139
-1,33,20,3,462,200,42.3186
-1,33,20,0,463,100,41.9836
-1,33,21,23,464,1100,17.7267
-1,33,21,22,465,2100,14.8508
-1,33,21,20,466,1800,4.41679
-1,33,21,19,467,2400,7.71313
-1,33,21,18,468,1200,12.3677
-1,33,21,17,469,300,11.9996
-1,33,21,16,470,1700,19.3442
-1,33,21,15,471,1200,15.2099
-1,33,21,14,472,2600,8.49364
-1,33,21,13,473,1200,26.4626
-1,33,21,12,474,1300,35.3115
-1,33,21,11,475,700,38.3503
-1,33,21,10,476,1100,33.8252
-1,33,21,9,477,2600,24.3203
-1,33,21,8,478,700,29.9485
-1,33,21,7,479,500,20.0146
-1,33,21,6,480,500,14.0613
-1,33,21,5,481,200,36.4403
-1,33,21,4,482,200,39.8837
-1,33,21,3,483,400,42.1989
-1,33,21,2,484,100,42.3847
-1,33,21,1,485,100,43.0494
-1,33,21,0,486,400,46.3932
-1,33,22,23,487,700,2.87588
-1,33,22,21,488,2100,10.5762
-1,33,22,20,489,700,13.8098
-1,33,22,19,490,700,18.2893
-1,33,22,18,491,300,22.9439
-1,33,22,17,492,100,22.5758
-1,33,22,16,493,600,29.9204
-1,33,22,15,494,500,25.7861
-1,33,22,14,495,1000,19.0698
-1,33,22,13,496,1100,11.6117
-1,33,22,12,497,800,20.4607
-1,33,22,11,498,700,23.4995
-1,33,22,10,499,1300,18.9744
-1,33,22,9,500,1800,34.8965
-1,33,22,8,501,500,40.5247
-1,33,22,7,502,300,30.5908
-1,33,22,6,503,200,24.6375
-1,33,22,5,504,100,40.0931
-1,33,22,4,505,100,29.8169
-1,33,22,3,506,500,27.348
-1,33,22,2,507,100,27.5339
-1,33,22,0,508,300,31.5424
-1,33,23,22,509,700,5.34774
-1,33,23,21,510,1100,15.6641
-1,33,23,20,511,500,10.9339
-1,33,23,19,512,400,18.6227
-1,33,23,18,513,100,28.0318
-1,33,23,16,514,300,35.0082
-1,33,23,15,515,300,26.1195
-1,33,23,14,516,400,24.1577
-1,33,23,13,517,400,16.9595
-1,33,23,12,518,700,17.5848
-1,33,23,11,519,500,20.6236
-1,33,23,10,520,600,24.3221
-1,33,23,9,521,800,39.9843
-1,33,23,8,522,200,42.9862
-1,33,23,7,523,200,30.9241
-1,33,23,6,524,100,24.9709
-1,33,23,5,525,100,41.7466
-1,33,23,3,526,200,29.0015
-1,33,23,0,527,100,28.6665
-1,44,0,23,0,100,26.7301
-1,44,0,22,1,300,30.501
-1,44,0,21,2,400,42.4581
-1,44,0,20,3,100,39.3901
-1,44,0,19,4,300,49.7343
-1,44,0,18,5,300,66.8214
-1,44,0,17,6,100,45.2798
-1,44,0,16,7,400,60.6968
-1,44,0,15,8,500,48.6468
-1,44,0,14,9,500,34.6397
-1,44,0,13,10,300,27.6084
-1,44,0,12,11,500,11.0711
-1,44,0,11,12,200,8.03795
-1,44,0,10,13,500,15.4626
-1,44,0,9,14,1300,24.8547
-1,44,0,8,15,500,19.4451
-1,44,0,7,16,800,36.1162
-1,44,0,6,17,500,43.2117
-1,44,0,5,18,300,13.1743
-1,44,0,4,19,200,10.6813
-1,44,0,3,20,500,8.32056
-1,44,0,2,21,100,4.0117
-1,44,0,1,22,100,6.00396
-1,44,1,21,23,100,48.4605
-1,44,1,19,24,100,43.7303
-1,44,1,18,25,100,60.8174
-1,44,1,16,26,200,54.6928
-1,44,1,15,27,400,42.6429
-1,44,1,14,28,100,40.6422
-1,44,1,13,29,100,33.6109
-1,44,1,12,30,300,17.0735
-1,44,1,11,31,100,14.0404
-1,44,1,10,32,200,21.465
-1,44,1,9,33,600,30.8572
-1,44,1,8,34,200,25.4475
-1,44,1,7,35,400,30.1122
-1,44,1,6,36,200,37.2077
-1,44,1,5,37,400,7.17029
-1,44,1,4,38,100,16.6838
-1,44,1,3,39,200,14.323
-1,44,1,2,40,100,10.0142
-1,44,1,0,41,100,6.00246
-1,44,2,22,42,100,26.4893
-1,44,2,21,43,100,38.4464
-1,44,2,16,44,100,64.5935
-1,44,2,15,45,200,52.6021
-1,44,2,14,46,100,30.628
-1,44,2,13,47,100,23.5967
-1,44,2,12,48,100,7.05938
-1,44,2,11,49,200,4.02625
-1,44,2,10,50,300,11.4509
-1,44,2,9,51,300,20.843
-1,44,2,8,52,100,15.4334
-1,44,2,7,53,200,40.0715
-1,44,2,6,54,100,47.167
-1,44,2,5,55,300,17.1905
-1,44,2,4,56,100,6.6696
-1,44,2,3,57,200,4.30886
-1,44,2,1,58,100,10.0202
-1,44,2,0,59,100,4.01627
-1,44,3,23,60,200,27.0531
-1,44,3,22,61,500,29.9287
-1,44,3,21,62,400,39.3293
-1,44,3,20,63,200,39.7131
-1,44,3,19,64,300,49.3807
-1,44,3,18,65,200,66.4678
-1,44,3,17,66,100,44.9262
-1,44,3,16,67,500,60.2847
-1,44,3,15,68,800,48.2933
-1,44,3,14,69,500,26.3192
-1,44,3,13,70,500,19.2879
-1,44,3,12,71,600,11.3941
-1,44,3,11,72,600,8.36096
-1,44,3,10,73,1400,7.14203
-1,44,3,9,74,1200,16.5342
-1,44,3,8,75,700,11.1245
-1,44,3,7,76,700,35.7626
-1,44,3,6,77,400,42.8581
-1,44,3,5,78,400,12.8906
-1,44,3,4,79,500,2.36074
-1,44,3,2,80,200,4.33471
-1,44,3,1,81,200,14.3549
-1,44,3,0,82,500,8.35098
-1,44,4,22,83,100,32.2999
-1,44,4,21,84,200,36.9686
-1,44,4,20,85,100,42.0843
-1,44,4,19,86,100,47.0199
-1,44,4,18,87,100,64.1071
-1,44,4,16,88,200,57.9239
-1,44,4,15,89,500,45.9325
-1,44,4,14,90,200,23.9584
-1,44,4,13,91,100,21.659
-1,44,4,12,92,200,13.7653
-1,44,4,11,93,200,10.7321
-1,44,4,10,94,500,9.51319
-1,44,4,9,95,1000,14.1734
-1,44,4,8,96,800,8.76376
-1,44,4,7,97,500,33.4019
-1,44,4,6,98,200,40.4974
-1,44,4,5,99,200,10.5299
-1,44,4,3,100,500,2.37116
-1,44,4,2,101,100,6.70588
-1,44,4,1,102,100,16.7261
-1,44,4,0,103,200,10.7221
-1,44,5,23,104,100,39.0573
-1,44,5,22,105,100,42.0594
-1,44,5,21,106,200,46.7281
-1,44,5,20,107,100,47.6081
-1,44,5,19,108,300,36.56
-1,44,5,18,109,200,53.6472
-1,44,5,17,110,100,32.1055
-1,44,5,16,111,500,47.5226
-1,44,5,15,112,900,35.4726
-1,44,5,14,113,200,33.7179
-1,44,5,13,114,100,31.4185
-1,44,5,12,115,200,23.3982
-1,44,5,11,116,200,20.3651
-1,44,5,10,117,400,19.2727
-1,44,5,9,118,800,23.933
-1,44,5,8,119,400,18.5233
-1,44,5,7,120,800,22.9419
-1,44,5,6,121,400,30.0374
-1,44,5,4,122,200,9.75952
-1,44,5,3,123,400,12.1307
-1,44,5,2,124,300,16.3389
-1,44,5,1,125,400,6.32471
-1,44,5,0,126,300,12.3272
-1,44,6,23,127,100,28.625
-1,44,6,22,128,200,32.2237
-1,44,6,21,129,500,20.2811
-1,44,6,20,130,200,17.5706
-1,44,6,19,131,500,6.52257
-1,44,6,18,132,400,23.6097
-1,44,6,17,133,200,2.06812
-1,44,6,16,134,1000,17.486
-1,44,6,15,135,1400,5.43607
-1,44,6,14,136,500,26.6467
-1,44,6,13,137,200,40.8261
-1,44,6,12,138,400,45.0879
-1,44,6,11,139,700,43.3774
-1,44,6,10,140,500,40.9785
-1,44,6,9,141,1900,29.0802
-1,44,6,8,142,600,24.1143
-1,44,6,7,143,1000,5.52359
-1,44,6,5,144,400,23.0123
-1,44,6,4,145,200,32.7718
-1,44,6,3,146,400,35.143
-1,44,6,2,147,100,39.3512
-1,44,6,1,148,200,29.337
-1,44,6,0,149,500,35.3395
-1,44,7,23,150,200,35.7205
-1,44,7,22,151,300,39.3192
-1,44,7,21,152,500,27.3766
-1,44,7,20,153,400,24.6661
-1,44,7,19,154,900,13.6181
-1,44,7,18,155,700,30.7052
-1,44,7,17,156,300,9.16362
-1,44,7,16,157,1400,24.5806
-1,44,7,15,158,2200,12.5307
-1,44,7,14,159,600,33.7422
-1,44,7,13,160,400,47.9216
-1,44,7,12,161,600,40.887
-1,44,7,11,162,600,37.8538
-1,44,7,10,163,800,35.8988
-1,44,7,9,164,1600,24.0004
-1,44,7,8,165,800,18.5907
-1,44,7,6,166,1000,7.0955
-1,44,7,5,167,800,17.4887
